customer_id,age,gender,tenure_months,city_tier,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,total_day_calls,total_eve_calls,total_night_calls,total_day_minutes,total_eve_minutes,total_night_minutes,total_day_charge,total_eve_charge,total_night_charge,total_monthly_charge,customer_service_calls,international_plan,international_calls,voicemail_plan,voicemail_messages,total_data_usage_gb,churned
CUST06335,46,Male,72,Tier-1,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,102,21,92,99.26,137.14,150.63,18.74,25.11,15.75,45.05,0,No,0,No,0,58.21,No
CUST06336,21,Female,65,Tier-1,No,DSL,No,Yes,Yes,No internet service,No,Yes,One year,No,Electronic check,53,107,80,81.53,175.97,221.85,31.66,31.31,24.33,44.43,1,Yes,19,No,0,68.31,No
CUST06337,45,Male,66,Tier-1,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,16,137,107,148.89,242.74,178.61,37.37,24.3,11.26,48.57,2,No,0,No,0,49.89,Yes
CUST06338,76,Male,72,Tier-2,No,No,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,117,90,112,213.24,243.49,206.43,38.93,27.67,13.69,52.04,2,No,0,No,0,70.38,Yes
CUST06339,34,Female,50,Tier-1,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Bank transfer,57,71,49,142.97,192.03,190.37,23.93,36.81,10.57,71.21,4,No,0,No,0,47.65,Yes
CUST06340,58,Male,60,Tier-2,No,DSL,Yes,No internet service,No internet service,Yes,No,No,One year,Yes,Mailed check,61,89,107,239.76,157.33,222.38,28.64,31.91,14.1,110.27,7,No,0,Yes,39,68.13,No
CUST06341,34,Male,34,Tier-2,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,30,119,121,155.45,209.92,165.82,43.63,43.08,9.44,65.43,5,No,0,No,0,21.54,Yes
CUST06342,76,Male,66,Tier-2,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,139,172,91,99.79,152.31,172.15,27.25,32.01,16.34,60.31,8,Yes,0,No,0,4.29,Yes
CUST06343,58,Male,31,Tier-1,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Bank transfer,131,195,193,198.15,212.13,210.01,44.42,42.95,5.54,50.57,3,No,0,No,0,23.36,No
CUST06344,66,Male,10,Tier-2,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,84,126,55,219.64,221.74,223.46,33.12,32.62,11.44,33.65,8,Yes,16,Yes,26,52.9,Yes
CUST06345,55,Female,36,Tier-3,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card,82,100,42,102.36,215.16,157.6,28.78,14.25,15.06,59.1,9,No,0,Yes,34,51.7,Yes
CUST06346,39,Male,63,Tier-3,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,No,Electronic check,120,79,61,94.35,156.33,123.67,10.73,28.05,12.24,61.53,2,Yes,10,No,0,54.38,No
CUST06347,71,Male,52,Tier-1,No,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,30,160,70,230.3,147.73,216.85,35.65,11.35,7.46,52.24,5,No,0,No,0,55.45,Yes
CUST06348,75,Male,49,Tier-2,No phone service,No,No,No,No internet service,No,No,No,One year,Yes,Bank transfer,50,156,69,206.45,196.66,259.25,30.54,22.34,18.96,66.89,4,No,0,No,0,54.1,Yes
CUST06349,36,Female,46,Tier-3,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,17,84,184,146.32,177.28,221.84,42.22,40.85,10.51,87.61,6,No,0,No,0,74.11,Yes
CUST06350,37,Male,71,Tier-1,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,21,92,80,127.75,199.1,141.27,37.32,36.57,12.25,77.28,1,No,0,Yes,3,25.61,No
CUST06351,73,Female,12,Tier-1,No,DSL,No internet service,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,60,184,45,245.65,228.02,271.0,16.28,31.19,14.81,64.74,2,No,0,No,0,37.88,No
CUST06352,64,Male,42,Tier-2,No,DSL,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,124,125,111,125.51,205.68,198.37,22.13,32.26,20.81,67.27,2,No,0,Yes,29,31.33,No
CUST06353,38,Female,47,Tier-2,No,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,129,90,112,228.34,132.46,209.05,34.38,44.29,11.31,71.04,0,Yes,12,No,0,47.48,No
CUST06354,41,Female,49,Tier-1,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,65,102,117,135.38,243.64,155.58,24.69,45.6,11.52,70.54,7,Yes,18,Yes,13,37.58,Yes
CUST06355,78,Female,40,Tier-3,No,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer,45,198,168,80.74,223.65,134.03,36.65,24.43,7.69,53.55,3,No,0,Yes,21,55.97,Yes
CUST06356,73,Male,32,Tier-3,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card,166,57,153,68.55,206.65,75.8,12.23,20.04,5.29,61.34,9,No,0,No,0,48.52,No
CUST06357,43,Male,5,Tier-1,Yes,No,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,193,169,126,122.35,212.27,205.24,19.04,29.44,21.27,65.1,5,No,0,No,0,49.11,Yes
CUST06358,22,Male,52,Tier-2,No,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,Yes,Mailed check,18,46,59,113.56,187.73,133.13,36.66,37.98,8.48,88.36,0,No,0,No,0,36.44,No
CUST06359,69,Female,13,Tier-2,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card,76,173,181,176.38,203.57,235.76,38.28,52.46,11.9,81.16,3,No,0,No,0,83.07,Yes
CUST06360,60,Male,65,Tier-1,No phone service,No,No,Yes,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer,2,117,135,136.46,225.43,202.73,17.12,21.08,20.52,78.11,3,No,0,Yes,40,15.89,No
CUST06361,31,Male,28,Tier-1,No,DSL,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,159,94,15,145.56,224.69,234.7,34.69,29.8,15.76,87.86,9,No,0,No,0,60.9,Yes
CUST06362,32,Female,46,Tier-2,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,189,29,155,156.92,207.51,190.45,35.99,35.46,11.31,61.4,8,No,0,No,0,49.17,Yes
CUST06363,32,Male,7,Tier-1,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,140,9,65,159.47,300.52,197.91,42.85,34.25,14.94,57.42,2,No,0,No,0,36.02,No
CUST06364,31,Female,26,Tier-3,No,No,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,169,181,21,152.62,307.88,283.5,21.17,46.59,16.55,47.09,4,No,0,No,0,-5.02,Yes
CUST06365,33,Male,33,Tier-3,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,24,158,71,150.67,180.78,216.59,33.32,40.64,23.27,49.77,6,No,0,No,0,46.98,No
CUST06366,42,Male,66,Tier-1,No,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,105,81,100,176.26,216.01,205.93,19.98,24.74,13.88,73.15,7,No,0,No,0,51.43,No
CUST06367,26,Female,35,Tier-1,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,128,183,194,79.48,182.45,164.01,19.61,32.15,15.6,59.1,5,No,0,No,0,43.99,Yes
CUST06368,75,Male,54,Tier-2,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,78,125,102,115.8,213.06,237.31,12.99,42.27,21.21,68.46,7,Yes,9,No,0,44.97,Yes
CUST06369,36,Female,38,Tier-2,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,186,162,116,148.49,162.89,226.31,37.73,30.51,9.45,83.99,5,Yes,19,No,0,76.35,Yes
CUST06370,47,Female,25,Tier-2,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer,138,48,103,58.39,192.53,177.3,42.02,26.01,13.2,44.66,4,Yes,10,No,0,50.66,No
CUST06371,58,Female,71,Tier-2,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Electronic check,62,185,158,194.76,149.39,129.61,34.93,50.99,6.59,60.2,9,Yes,2,Yes,14,25.03,No
CUST06372,56,Male,66,Tier-1,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,84,169,196,234.75,213.39,183.08,42.98,40.88,10.88,72.35,1,No,0,Yes,25,64.67,No
CUST06373,78,Female,24,Tier-3,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,75,31,18,245.07,195.34,247.44,42.36,19.08,19.66,56.39,0,Yes,7,Yes,29,50.61,No
CUST06374,69,Male,32,Tier-1,Yes,No,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Electronic check,17,27,93,188.31,283.66,248.4,17.03,31.59,18.98,45.8,0,No,0,No,0,47.58,No
CUST06375,45,Female,9,Tier-1,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,131,44,173,160.87,269.14,235.01,33.51,26.78,15.29,73.71,7,No,0,No,0,50.45,Yes
CUST06376,73,Male,24,Tier-1,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,50,68,29,190.69,160.95,193.11,25.68,42.22,21.37,75.12,0,No,0,No,0,54.42,Yes
CUST06377,28,Male,24,Tier-1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,176,16,18,136.05,162.76,252.75,21.04,19.34,13.3,58.98,9,No,0,No,0,61.5,Yes
CUST06378,33,Female,25,Tier-2,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Two year,No,Bank transfer,175,74,140,135.07,284.07,295.52,30.72,32.04,18.87,50.71,0,No,0,No,0,58.88,No
CUST06379,58,Male,33,Tier-2,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card,26,74,184,197.39,168.61,270.45,43.37,35.08,10.88,56.98,0,No,0,No,0,62.39,No
CUST06380,79,Male,71,Tier-2,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,42,68,161,250.48,185.96,198.66,21.12,29.51,18.33,71.26,6,Yes,6,Yes,48,17.83,Yes
CUST06381,57,Female,63,Tier-2,No,No,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,181,198,183,139.18,199.96,118.78,27.9,30.57,10.12,50.24,1,No,0,No,0,55.64,No
CUST06382,36,Female,23,Tier-2,No,No,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer,8,163,32,187.74,250.29,151.1,36.86,27.04,13.56,69.59,7,No,0,Yes,14,43.11,Yes
CUST06383,58,Female,41,Tier-1,No phone service,DSL,No,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,14,58,43,184.1,219.24,218.49,12.38,28.39,10.11,77.28,6,No,0,No,0,41.35,No
CUST06384,54,Female,26,Tier-2,Yes,No,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Credit card,99,172,173,80.05,229.15,238.94,42.09,37.0,15.88,90.77,6,No,0,No,0,74.26,Yes
CUST06385,55,Male,42,Tier-2,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,130,4,157,165.8,219.32,180.23,37.0,32.58,17.05,71.37,1,No,0,No,0,65.07,No
CUST06386,23,Male,39,Tier-1,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Two year,No,Mailed check,68,199,60,178.19,221.75,208.86,28.38,10.53,13.1,76.77,6,No,0,Yes,40,32.11,Yes
CUST06387,38,Female,71,Tier-3,No,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,90,107,177,128.88,205.0,261.76,12.67,21.89,4.7,57.88,3,No,0,Yes,11,22.14,Yes
CUST06388,26,Male,42,Tier-1,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,29,124,173,49.22,190.7,296.24,25.77,7.86,24.78,76.8,1,No,0,Yes,32,62.71,No
CUST06389,74,Female,58,Tier-2,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,72,5,133,51.32,166.73,146.54,24.44,34.51,16.81,56.64,8,No,0,No,0,16.6,Yes
CUST06390,42,Male,2,Tier-3,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,143,158,6,235.4,220.01,303.57,24.42,29.57,18.2,37.51,1,No,0,No,0,72.11,Yes
CUST06391,44,Male,62,Tier-2,Yes,No,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card,61,23,170,248.66,178.37,178.22,20.46,15.16,12.75,62.6,1,No,0,No,0,37.81,No
CUST06392,56,Male,65,Tier-2,No phone service,DSL,No internet service,Yes,No,No,Yes,No,One year,Yes,Electronic check,154,65,176,159.54,151.08,267.54,28.46,33.82,13.69,46.22,9,No,0,Yes,41,50.02,No
CUST06393,27,Female,3,Tier-2,No,No,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,47,160,43,132.45,311.99,338.42,31.42,35.3,9.49,72.75,4,No,0,No,0,57.1,Yes
CUST06394,27,Female,3,Tier-2,Yes,No,No internet service,No internet service,No,No,Yes,No,One year,Yes,Mailed check,105,179,189,175.37,100.78,238.32,36.19,17.87,11.84,83.15,2,Yes,9,No,0,60.09,No
CUST06395,19,Female,27,Tier-3,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,128,102,151,107.08,291.8,185.04,40.9,26.94,18.12,66.78,3,No,0,No,0,78.45,Yes
CUST06396,48,Female,24,Tier-1,No,DSL,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Mailed check,117,37,54,126.24,288.73,201.1,26.44,30.26,7.99,45.7,2,No,0,Yes,36,28.68,No
CUST06397,70,Male,24,Tier-1,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,47,181,108,45.56,190.74,238.65,47.85,26.82,18.08,67.01,7,No,0,No,0,33.45,Yes
CUST06398,50,Female,50,Tier-3,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,65,90,78,163.73,239.72,199.21,29.29,36.28,19.49,62.78,4,Yes,17,Yes,40,58.5,No
CUST06399,49,Male,52,Tier-3,Yes,No,No,No,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,20,111,124,92.85,160.16,155.74,39.58,11.42,15.31,64.29,4,No,0,Yes,30,59.89,No
CUST06400,35,Male,64,Tier-1,Yes,No,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,46,17,41,97.93,104.53,99.31,38.51,24.96,14.74,31.91,0,No,0,No,0,70.95,No
CUST06401,57,Female,17,Tier-1,No,DSL,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,97,116,105,93.4,141.66,203.21,26.46,35.94,10.4,82.11,5,No,0,No,0,56.3,Yes
CUST06402,44,Female,58,Tier-1,No,No,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,66,116,58,173.41,258.02,196.11,46.64,26.01,16.75,69.63,7,No,0,No,0,47.74,No
CUST06403,60,Female,30,Tier-1,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,One year,Yes,Mailed check,163,100,2,84.04,254.0,237.03,39.06,46.06,18.75,68.25,1,No,0,No,0,63.49,No
CUST06404,68,Female,29,Tier-2,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,171,138,116,112.41,150.16,186.06,15.8,35.93,17.26,59.04,4,No,0,No,0,25.73,Yes
CUST06405,50,Male,55,Tier-1,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Mailed check,180,138,119,132.98,305.44,124.07,35.31,21.65,19.76,32.96,4,No,0,No,0,81.44,No
CUST06406,26,Female,60,Tier-1,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer,178,188,20,169.69,264.51,233.3,26.96,28.04,2.9,61.31,5,No,0,No,0,74.35,No
CUST06407,41,Male,44,Tier-2,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,One year,No,Electronic check,109,146,55,174.57,202.78,253.56,17.58,24.17,17.06,60.68,8,No,0,No,0,59.96,No
CUST06408,33,Male,55,Tier-1,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,124,21,15,167.65,178.21,152.71,21.43,26.47,10.77,81.61,7,No,0,Yes,31,47.92,Yes
CUST06409,32,Female,34,Tier-2,No phone service,No,Yes,No internet service,No internet service,No,No,Yes,One year,No,Electronic check,56,78,1,144.05,267.11,202.49,29.51,29.31,6.8,87.06,7,No,0,No,0,43.86,No
CUST06410,36,Male,72,Tier-3,No phone service,No,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,81,171,105,61.77,294.19,221.72,30.66,34.24,15.4,64.68,0,No,0,No,0,47.01,No
CUST06411,69,Female,2,Tier-2,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer,86,155,21,159.95,276.69,218.04,18.21,25.27,12.12,61.3,4,No,0,No,0,86.7,No
CUST06412,48,Female,60,Tier-3,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,128,2,46,98.24,217.13,59.39,38.27,22.79,26.69,61.24,7,No,0,No,0,93.71,Yes
CUST06413,65,Male,11,Tier-1,No,No,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer,122,27,63,205.36,277.87,179.19,42.2,19.12,14.79,81.74,1,No,0,Yes,25,17.41,Yes
CUST06414,32,Female,43,Tier-1,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer,91,159,64,198.51,224.17,225.22,22.19,37.56,15.75,73.44,7,Yes,17,No,0,50.29,Yes
CUST06415,64,Female,48,Tier-1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,186,177,24,191.58,254.03,226.98,42.38,27.98,17.21,50.67,2,No,0,No,0,35.65,No
CUST06416,72,Male,18,Tier-1,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Credit card,88,139,197,199.18,194.09,242.27,37.38,40.37,8.75,82.97,7,No,0,No,0,64.16,Yes
CUST06417,19,Male,29,Tier-2,No,No,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,134,125,4,124.24,172.81,207.76,33.43,20.14,17.63,74.39,9,No,0,Yes,1,57.9,No
CUST06418,39,Male,69,Tier-1,No,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,15,83,139,141.45,157.46,207.91,51.59,27.66,11.16,52.07,8,No,0,No,0,72.78,Yes
CUST06419,73,Female,49,Tier-1,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,No,Electronic check,53,139,38,128.4,205.45,290.49,26.24,37.3,15.4,60.03,3,Yes,13,No,0,15.5,No
CUST06420,36,Female,68,Tier-1,No phone service,No,No,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer,10,23,12,146.52,157.6,191.17,40.07,22.16,21.37,62.49,8,No,0,No,0,28.14,No
CUST06421,51,Female,34,Tier-1,No,No,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer,40,28,86,232.96,181.25,262.42,33.48,9.54,22.93,62.79,0,No,0,No,0,76.79,No
CUST06422,68,Female,23,Tier-2,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer,25,154,185,90.99,220.28,195.17,17.7,42.9,20.41,40.7,0,No,0,Yes,16,39.05,No
CUST06423,51,Male,50,Tier-1,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,75,30,27,135.19,279.54,205.07,24.29,34.65,21.83,86.58,5,No,0,No,0,37.69,Yes
CUST06424,65,Female,1,Tier-1,No,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,39,138,62,206.53,112.07,197.38,27.33,59.42,14.72,57.51,2,No,0,No,0,43.12,No
CUST06425,64,Male,59,Tier-3,No,No,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,84,38,192,173.15,156.5,218.09,15.53,23.73,15.67,82.55,8,Yes,19,No,0,92.67,Yes
CUST06426,59,Female,47,Tier-2,Yes,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,171,56,163,75.08,270.17,151.65,33.09,40.74,12.15,74.95,4,No,0,No,0,52.16,Yes
CUST06427,36,Female,72,Tier-3,No,No,No internet service,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,78,142,53,157.08,261.06,215.39,33.08,42.67,8.47,44.14,9,No,0,No,0,65.67,No
CUST06428,19,Female,50,Tier-2,No,No,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Mailed check,22,182,60,242.93,200.24,301.61,32.1,25.8,13.53,45.24,1,No,0,No,0,100.02,No
CUST06429,77,Male,7,Tier-1,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,167,186,79,136.02,210.3,198.55,15.8,28.45,12.51,72.82,5,No,0,No,0,44.85,Yes
CUST06430,19,Female,22,Tier-2,No phone service,DSL,No,No internet service,No,Yes,No internet service,No,Two year,No,Credit card,56,199,187,109.38,245.01,177.12,31.12,40.29,14.73,94.93,0,No,0,No,0,53.37,No
CUST06431,24,Female,53,Tier-1,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,One year,No,Credit card,149,69,30,116.62,74.25,260.31,17.69,25.35,18.07,86.27,9,No,0,No,0,84.38,No
CUST06432,56,Male,40,Tier-3,No phone service,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,121,120,2,63.4,119.8,216.02,27.82,35.41,17.73,62.3,5,No,0,No,0,53.04,Yes
CUST06433,58,Female,31,Tier-1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,121,181,160,266.75,185.14,120.79,27.53,32.91,11.25,83.82,2,No,0,Yes,46,23.01,No
CUST06434,65,Female,39,Tier-2,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,No,Credit card,107,174,6,245.61,197.23,201.42,35.71,28.97,16.38,45.67,0,No,0,No,0,43.42,No
CUST06435,60,Male,27,Tier-1,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,83,37,145,135.05,253.13,290.83,37.58,37.1,10.86,76.64,3,No,0,No,0,45.47,Yes
CUST06436,41,Female,57,Tier-2,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46,38,57,194.94,207.63,146.96,28.37,15.8,19.15,66.67,9,No,0,Yes,9,29.0,Yes
CUST06437,39,Female,58,Tier-3,No,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,42,16,5,198.48,299.3,178.9,23.94,7.13,11.57,65.48,4,No,0,No,0,63.53,No
CUST06438,76,Female,52,Tier-2,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,194,4,177,139.91,130.44,163.58,20.51,26.0,21.0,67.47,0,No,0,No,0,69.07,No
CUST06439,36,Female,65,Tier-1,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer,182,42,154,147.26,247.12,227.43,31.68,37.57,15.86,79.59,2,No,0,No,0,63.59,No
CUST06440,62,Male,41,Tier-3,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,39,151,42,89.35,176.56,142.56,44.78,50.33,15.92,67.73,1,Yes,18,No,0,54.63,No
CUST06441,30,Female,37,Tier-1,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,77,48,131,187.07,175.66,176.09,44.44,29.24,16.52,23.47,4,No,0,Yes,9,79.52,Yes
CUST06442,78,Male,6,Tier-2,No,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,No,Mailed check,1,135,148,56.73,198.26,157.65,30.26,43.0,11.26,64.46,9,No,0,Yes,17,55.67,No
CUST06443,71,Male,37,Tier-3,No,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,181,0,137,302.07,186.44,221.4,31.62,31.41,15.92,70.07,9,Yes,16,No,0,62.53,No
CUST06444,64,Female,30,Tier-2,Yes,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card,42,48,113,196.52,270.53,241.62,29.17,16.0,12.86,78.98,9,No,0,No,0,40.21,No
CUST06445,31,Male,50,Tier-1,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,25,42,68,201.13,132.42,210.44,23.52,13.69,20.32,90.2,4,No,0,No,0,10.37,No
CUST06446,49,Male,53,Tier-3,Yes,DSL,No internet service,No,No,Yes,Yes,No internet service,Two year,No,Credit card,54,79,134,106.12,131.97,174.89,44.08,29.9,17.05,53.94,9,Yes,7,Yes,18,44.79,No
CUST06447,28,Female,41,Tier-2,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,One year,No,Mailed check,170,103,185,146.77,177.14,121.72,48.75,21.06,23.16,72.56,8,Yes,15,Yes,37,17.53,No
CUST06448,41,Female,58,Tier-2,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,One year,Yes,Bank transfer,100,111,8,124.16,212.5,187.34,25.29,33.72,23.07,77.7,4,Yes,15,No,0,29.93,Yes
CUST06449,77,Female,69,Tier-1,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,169,103,25,236.26,82.07,119.95,40.17,18.94,14.3,90.96,5,No,0,Yes,39,86.56,Yes
CUST06450,22,Male,33,Tier-1,No,No,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,30,160,168,185.55,282.73,157.01,20.19,28.72,17.36,97.39,4,Yes,17,No,0,39.78,No
CUST06451,59,Male,54,Tier-3,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No,Two year,Yes,Bank transfer,131,128,167,183.76,219.86,245.01,13.71,18.13,18.24,53.92,5,No,0,No,0,75.13,No
CUST06452,76,Female,27,Tier-2,No,No,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,133,63,59,99.81,279.68,147.4,37.22,29.88,15.6,50.4,7,No,0,No,0,77.02,No
CUST06453,41,Male,9,Tier-1,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,148,187,180,147.8,201.24,87.43,32.81,23.4,13.95,62.01,8,Yes,9,No,0,19.19,Yes
